Date,temp,humidity,rainfall,wqi,diarrhea,cholera,typhoid,total_cases
2024-01-30,20.33695854355745,54.69286324668797,1.4662141958450428,48.73768874726556,31,60,37,128
2024-01-31,21.11888296999272,56.31758212509416,4.6540464758978155,48.77925562131159,70,55,27,152
2024-02-01,21.326498136922904,56.63832190014915,2.0600634995684732,48.88821738562601,40,58,27,125
2024-02-02,19.76063164847961,55.054034615427135,3.287970771109896,50.539394683279454,37,56,37,130
2024-02-03,18.131735378190356,56.25371042407436,3.336881772550574,50.17370903300038,43,62,27,132
2024-02-04,17.16670449792091,53.739429231415244,1.0880929485352113,49.61020011264613,48,68,38,154
2024-02-05,17.573852735470634,52.83060689851743,2.887712767478181,51.88368528322966,48,61,39,148
2024-02-06,18.34775026334735,52.95371340429727,1.4967485305579524,53.28051977707188,27,59,50,136
2024-02-07,17.320841572429146,51.8758571328082,1.7458273580952455,52.812342170112295,20,61,46,127
2024-02-08,16.499821437471653,52.150176608997064,1.014004527751557,53.331249874364545,47,69,31,147
2024-02-09,15.302185353777496,51.27718029829667,1.904958945066206,53.43872713460739,52,60,17,129
2024-02-10,16.320829028710346,49.37930799145517,1.6050656013812328,52.27983865038962,31,56,31,118
2024-02-11,15.840875404367228,49.15456246200605,2.5590958553499488,53.0553191566567,45,68,29,142
2024-02-12,15.775181937338441,50.96844087886283,1.2235197976180836,56.3951433936137,45,64,22,131
2024-02-13,15.725386504439834,50.42779323648711,0.6587428753042655,55.68209805178945,51,62,25,138
2024-02-14,14.621055643751156,51.536003695069965,2.2137255071806257,54.70294482271539,54,73,37,164
2024-02-15,15.952149528336657,49.79577404605273,2.6198883258153476,54.49110364470951,62,60,37,159
2024-02-16,14.358456388396199,49.75996731670368,2.202058652442682,54.359257530148895,49,55,30,134
2024-02-17,13.116124022131647,50.0187829341579,2.4082755928115285,53.48637661429904,60,49,22,131
2024-02-18,13.998827438327936,50.555170414043715,1.3410482754933406,54.44450850495805,47,54,25,126
2024-02-19,14.27695130863412,51.40554910851149,0.0,53.683329661312776,45,76,32,153
2024-02-20,15.517825355048101,50.375782321332615,0.0,54.43636085175443,67,49,11,127
2024-02-21,15.050443124928307,49.37731132795117,1.8818693587095878,54.138022281482364,55,66,20,141
2024-02-22,14.952924252204864,49.780148717006306,0.7875284469691195,53.68123886588428,74,61,10,145
2024-02-23,16.04746429925046,51.41443937181893,0.06662834579651666,54.46653420082391,52,53,22,127
2024-02-24,17.40595980425374,49.75510259232152,1.3902796512154725,54.58243035122665,45,62,28,135
2024-02-25,15.020103433472695,51.59908812568738,2.2631526475924364,53.417486645577895,55,59,28,142
2024-02-26,17.158467914234084,50.741938462346525,1.168318670173928,52.307039787823285,51,66,21,138
2024-02-27,17.057425543077624,51.04518210709457,2.438212504612742,51.98729209172736,32,71,38,141
2024-02-28,16.698363647838466,52.86196620295654,0.0,52.33144894988892,34,68,44,146
2024-02-29,16.46268483118757,52.72737828119559,2.0173729481842475,50.81120792163937,44,61,33,138
2024-03-01,19.625113952008277,68.03001237011554,0.0,48.61787281628377,69,103,48,220
2024-03-02,21.205804192850298,69.16245341443334,1.444879335103735,49.98080657938796,67,101,44,212
2024-03-03,21.37138813927027,69.00799529735018,0.0,47.35780778215368,71,100,37,208
2024-03-04,21.481019220344766,69.62226635890246,0.3088693880963956,48.651958860724115,65,86,43,194
2024-03-05,23.130552070637187,68.83658424761843,0.2670251585842016,47.85626308001227,86,96,52,234
2024-03-06,22.418332911966406,70.61994475861484,1.622396515227391,44.51525267353147,82,95,67,244
2024-03-07,23.013839022194162,69.23846108485846,2.5827736185452257,48.898723690922296,87,98,53,238
2024-03-08,20.40645608412855,71.10832592643553,0.0,47.32029401532646,67,94,30,191
2024-03-09,25.503930926406692,68.14943868536227,0.0,46.97072363758434,69,108,44,221
2024-03-10,24.66166981770021,67.04845048452704,3.5978698549634913,45.33768252695792,101,96,40,237
2024-03-11,26.38886039271222,68.33644800083187,1.3189168979792005,46.63729008305789,101,87,61,249
2024-03-12,25.865015280375005,68.76289957515685,1.420484753916536,46.031930714378525,92,75,57,224
2024-03-13,24.235194636125954,66.13048726645624,2.498273345264529,45.190807159082425,81,72,41,194
2024-03-14,24.556626755851124,67.83242776913275,1.136376341092916,45.356839074761716,97,97,42,236
2024-03-15,23.786066603122663,65.07068410161875,1.7643789320854701,45.90632769811614,81,85,49,215
2024-03-16,25.445662579815274,65.39625296885268,0.7530275918219598,44.663666960162324,87,105,70,262
2024-03-17,25.423400226205946,65.22244676906509,0.5436151716405118,46.58950779930175,78,96,67,241
2024-03-18,24.65872830220532,64.20474627734798,1.16847451119465,44.319951508958994,84,78,61,223
2024-03-19,25.869006486671413,64.09934222694957,1.7425687166134454,43.59264826141574,72,83,44,199
2024-03-20,24.29656449985645,63.047488707213326,1.2038588480661943,44.89730086647404,68,64,70,202
2024-03-21,24.506500197974507,62.29744805948035,0.0,43.88291356789022,84,90,43,217
2024-03-22,22.52479346039099,61.72444504568276,2.457047686963304,45.90363672668983,67,68,26,161
2024-03-23,21.680075710167635,60.24542552827842,1.0518141285692453,44.972493615180554,58,71,33,162
2024-03-24,22.041971815385665,60.62424906820258,1.637500692421984,47.36805116882936,66,66,43,175
2024-03-25,22.852936961111517,59.002928548706706,2.0837285994628756,44.8615261723798,83,66,45,194
2024-03-26,23.478138371357847,60.08809112032687,2.2867891771603177,46.73525258092935,64,57,22,143
2024-03-27,22.076661182460587,59.20093285742261,2.236505137102468,47.26257792385235,68,63,29,160
2024-03-28,22.837681736990394,57.11445119236458,1.851885595562212,46.720340951354586,50,48,23,121
2024-03-29,20.395112602582376,58.07826387731642,0.0,48.34841685435608,44,83,35,162
2024-03-30,21.871749256775125,54.917274391883865,2.844110342303593,48.057108418707976,65,50,21,136
2024-03-31,20.77127023269375,54.48761389159614,0.04744748779430075,47.94296126120277,41,57,41,139
2024-04-01,21.443458810406273,56.61469611081463,3.825781808848851,50.17197887054671,62,65,25,152
2024-04-02,19.083712155577803,55.7290601324394,1.6930995984013673,49.518691648733565,57,57,29,143
2024-04-03,18.785472760266565,54.6456182874287,3.6947462605621033,51.500082993446945,70,67,17,154
2024-04-04,20.131998896721317,53.56571138398008,1.6464874357669947,52.62963716866107,26,56,59,141
2024-04-05,18.43119572454097,52.51205795007231,1.1218037092318667,51.548225426913014,40,57,54,151
2024-04-06,17.04846976093799,51.90577689590361,2.663109239601565,51.108623427374276,54,55,31,140
2024-04-07,17.336137152642216,52.90523804484124,3.1194694487953756,53.785926178321,54,66,24,144
2024-04-08,15.238317011355864,50.418335264838774,1.8755447288862943,53.120552693238395,52,50,21,123
2024-04-09,15.831804657531048,50.45429142060131,1.7747613458535003,53.37777873507199,64,62,26,152
2024-04-10,16.407276862156472,51.533758668481866,2.093808465727494,53.864294713498154,24,55,46,125
2024-04-11,17.363779926338992,49.82028654973836,1.170545228739145,54.553120976080734,59,52,25,136
2024-04-12,14.326918496845838,50.98112568928205,1.267397051488547,54.10445348136952,55,63,28,146
2024-04-13,17.150067804737176,48.81325007328589,1.7852927545889512,54.66802123214123,54,54,20,128
2024-04-14,13.994928011165925,51.25343906626211,2.1828498294334038,52.001543627016815,34,70,44,148
2024-04-15,16.02411385259548,49.00354220724271,0.6085530381198428,55.85748158256725,56,46,33,135
2024-04-16,15.915842659504731,50.3784977410145,2.0547543403875315,56.51014389028612,59,58,32,149
2024-04-17,14.31606186679242,49.41694838886136,0.8795555081666981,54.74426461738944,43,49,27,119
2024-04-18,16.512163992256166,50.76584968033627,0.0,55.76349083863714,59,62,24,145
2024-04-19,16.282856903725552,47.22253026088488,0.16026313643080492,54.30979474852543,50,71,41,162
2024-04-20,14.246308312414953,49.474368726941876,0.046223251911986285,54.16247634880464,63,50,13,126
2024-04-21,13.749507046320314,49.819776536134825,0.8130654534574571,54.27737096036506,49,68,23,140
2024-04-22,15.818043976239355,50.8261802469556,0.6167713229236879,53.990117633138084,68,60,8,136
2024-04-23,16.686308654880992,50.78859546448155,0.0,55.341510744416496,60,54,29,143
2024-04-24,15.988349576549421,51.69948586780577,1.7406398871284265,54.685994243650725,62,66,28,156
2024-04-25,17.54924624576769,51.599048530643415,0.7214341379613829,52.79024540577615,49,61,27,137
2024-04-26,18.26684494333461,53.238012200281524,1.957155197401348,54.401160895997265,66,57,29,152
2024-04-27,16.78976317676138,53.3290368032527,2.360662076805294,53.332194489625664,79,52,12,143
2024-04-28,14.860158965172282,52.965579025398114,0.0,52.86002847990234,75,62,3,140
2024-04-29,19.49618749461325,53.560455070702155,1.0139397683212579,52.552080642240334,60,65,6,131
2024-04-30,20.073033865949803,69.8982476659232,1.0112588750659364,48.50813511022628,82,98,42,222
2024-05-01,22.591290045886165,69.10896173636473,0.8899924630669633,50.065568129708346,57,93,40,190
2024-05-02,21.570606115121294,70.2571261912035,1.1803493648068752,50.036331583397015,86,92,44,222
2024-05-03,21.609795081602815,68.26364571326626,0.7089147577879455,47.201004251504216,70,102,47,219
2024-05-04,22.569782701421133,70.20496197647907,0.0,47.924831970804036,77,99,50,226
2024-05-05,21.138273221073202,69.11609830625046,1.136096730338907,47.46405988843716,68,98,51,217
2024-05-06,23.986297912814212,69.24250123416866,0.5307517451962889,47.943228822287736,84,105,53,242
2024-05-07,22.774793412344895,68.95555052060466,0.0,45.77732924564248,81,101,35,217
2024-05-08,22.975372896867245,69.13196654636961,0.0460713834465627,47.71434963645878,63,123,51,237
2024-05-09,24.43815929910401,67.60688297763802,0.7560545186371599,46.044963233854965,87,89,59,235
2024-05-10,23.3426128601201,68.93475638315269,0.9742275400069459,45.63972894041651,93,92,57,242
2024-05-11,24.146999141428008,66.9807176046691,0.920563855454037,44.80866397590342,95,84,45,224
2024-05-12,24.649023867471232,66.84533485432414,1.3838870758094317,44.238624706217195,83,87,54,224
2024-05-13,25.284796305457082,66.83368182767252,1.0451068432476647,46.05175400078959,84,119,60,263
2024-05-14,25.424518843859246,63.93580616594173,1.1686472367232232,44.559434585376074,82,82,37,201
2024-05-15,24.007455985147498,65.35904691759234,1.6091190790177816,43.68170191757715,83,83,44,210
2024-05-16,25.284626701596903,63.60998895710768,0.11697272303446082,45.65593535931692,65,78,45,188
2024-05-17,25.562034341696286,65.02987888221169,2.9639745255572003,43.107087545969385,86,96,62,244
2024-05-18,26.734525722438086,63.9037294667219,2.710017173545668,46.55264387427986,81,76,26,183
2024-05-19,24.775524747732174,62.06187326987416,0.41652701119355506,45.001128939965405,72,74,49,195
2024-05-20,24.671775469317062,62.73641893963812,0.8035656236419175,45.15289340572776,65,73,51,189
2024-05-21,24.188156926129334,62.745784005335715,0.0,45.16624867639885,69,80,40,189
2024-05-22,25.257083581296815,60.19294979442915,2.8468948476323748,45.43988931806802,88,83,43,214
2024-05-23,22.108848054968444,58.888346025045905,1.6097906129175257,45.54396021785404,60,72,30,162
2024-05-24,23.91343452406106,60.0867659825752,2.88387637478852,46.62045431252428,71,62,43,176
2024-05-25,22.76155252250371,59.177869035079404,1.149510933906005,47.67403640716973,52,66,36,154
2024-05-26,22.393685002339446,58.040773483349106,0.25661540161130114,48.375857044805805,62,77,1,140
2024-05-27,20.194024101340325,59.36965030758435,0.9748265805577025,47.350561392977845,51,82,43,176
2024-05-28,22.541299729791092,56.10214867486584,1.7095154350653614,47.87431760718706,57,61,17,135
2024-05-29,21.499387773332767,56.0331479043326,1.4792660294037971,46.96940347176036,40,51,35,126
2024-05-30,18.59753742839258,56.22170270289782,1.011432993969429,49.04605836105133,58,55,22,135
2024-05-31,20.636206339430945,55.551081859485635,1.535741917525158,49.532683645784,26,62,48,136
2024-06-01,17.570657958074104,56.11927492278049,2.66698706183422,49.04513871370534,41,46,35,122
2024-06-02,18.668514690904235,53.39762607871584,1.6742247722437773,50.739486910259686,38,63,42,143
2024-06-03,18.5157552366331,53.15192945838863,2.3595384112213718,51.33161110884468,34,64,41,139
2024-06-04,17.882819518745755,54.30496053317212,0.9999997733902503,51.66596082924923,66,61,5,132
2024-06-05,16.242128346919788,52.53638121685474,1.6099134263713153,51.51871745310751,61,59,31,151
2024-06-06,15.23265958160427,52.15649019955544,2.6955308772541966,52.052684932529004,71,50,23,144
2024-06-07,17.644127293698517,51.28598951417007,2.9579092197777523,53.873032466077824,22,58,59,139
2024-06-08,16.476766093331474,50.86814879449807,3.4812356879397175,53.78261421520371,28,74,55,157
2024-06-09,14.25215457888541,50.20165037144763,0.0635063112042753,55.1800284129011,61,71,28,160
2024-06-10,15.235938379546502,51.42683377206542,1.8659336844424612,52.66624310821529,34,78,41,153
2024-06-11,14.253206952322202,51.83231723678384,0.729031671732789,54.18586564117352,59,62,18,139
2024-06-12,15.593570761607497,50.03955555209335,0.9908530181253479,55.25372839945822,39,47,30,116
2024-06-13,16.47266288545012,50.81307597059891,3.6928326135500247,54.632028795443624,70,60,26,156
2024-06-14,15.43160201886985,51.18339846005207,0.8978713378466133,55.93472847004246,64,69,6,139
2024-06-15,14.85387758771497,49.706375641270256,1.839762744467483,54.45606455050705,59,65,28,152
2024-06-16,15.436367914277291,51.66423335505767,2.0228583695870226,53.85284048729477,54,79,30,163
2024-06-17,15.409369312363422,51.70306755716631,1.7780194831579559,54.86076199880906,45,47,28,120
2024-06-18,15.040096068142727,49.18577102888393,0.614093559915006,54.62525973609986,56,59,10,125
2024-06-19,16.175610618587918,50.38819076745512,0.7401557841595042,55.782825232069406,56,66,5,127
2024-06-20,15.524312961728588,51.45925695114747,1.323529888684542,55.58931306689005,75,43,11,129
2024-06-21,15.387122448350135,49.69327777518637,1.447798715437877,53.08292332218447,67,62,6,135
2024-06-22,16.97465866388881,50.25961113645426,0.37989658500491097,53.20483525642028,47,66,17,130
2024-06-23,16.51271186364938,51.611321471384024,1.1366200934153816,53.17912035849764,86,59,2,147
2024-06-24,16.921381635996266,52.83850430100674,1.0493951617549522,55.46642573544242,57,60,25,142
2024-06-25,17.093547565080616,50.47368527416416,0.0,54.474467417049,37,73,35,145
2024-06-26,17.82549167888405,53.86094309324628,0.9536705529511702,52.15132353901789,42,57,40,139
2024-06-27,17.052225926403842,52.74511300896394,1.1597201224454823,52.25608652668558,76,70,25,171
2024-06-28,19.233059705944818,52.79108927819491,1.3526498051055276,51.940912223064416,34,50,49,133
2024-06-29,18.25986415601649,69.87004997458007,0.23168801038442666,48.27970801702994,65,93,38,196
2024-06-30,21.140365296043935,70.11266129874704,0.0,50.08273838079795,79,109,33,221
2024-07-01,20.98157044859259,69.75668091245387,1.900788465825059,48.87596301894183,87,95,55,237
2024-07-02,21.458667451131124,70.71166395875879,0.8563525047116063,47.84942931315294,93,85,58,236
2024-07-03,22.060772128194692,69.52853727196336,0.8765872793617049,48.504824602092384,75,88,44,207
2024-07-04,20.64019091674701,70.850329557423,0.1811675662298592,48.08071665904371,77,127,51,255
2024-07-05,22.761728519827624,68.3214241172238,0.8459574862556013,46.587991055717225,86,104,58,248
2024-07-06,23.81626069941608,68.59127382272213,0.1304688071359833,46.8140548850515,75,85,60,220
2024-07-07,23.50459795377322,67.12012605708014,2.0208070504681737,45.89173248640854,90,89,41,220
2024-07-08,24.66103784422359,69.70521714897966,0.4182723046942054,45.166845133152485,80,87,51,218
2024-07-09,24.83994921363863,67.3463930433948,1.614160847472518,44.95569233625961,116,91,53,260
2024-07-10,23.938852077853877,65.69600829690518,1.4964440986421035,46.19783300028168,72,90,42,204
2024-07-11,24.654058997178506,66.3044927128905,2.538206417742254,44.86311504152925,80,102,56,238
2024-07-12,24.030889420533914,66.12166273316956,0.17571658989705718,44.324380282424116,60,95,54,209
2024-07-13,24.70946997506207,66.77402946962317,0.7108809868244566,46.11860757825114,86,80,52,218
2024-07-14,26.626661229841908,66.40781720198959,2.2491342857777497,45.44342919073501,80,83,36,199
2024-07-15,25.83263849500135,64.39462563777091,1.424072382603614,44.16579343446535,84,84,34,202
2024-07-16,25.45800876295206,64.2955748810511,0.004925638255095288,44.521641923260646,71,82,52,205
2024-07-17,25.477598811433218,64.05581509481067,1.8117754669365513,45.7808095728627,71,63,34,168
2024-07-18,24.536730458089636,62.61494493207941,2.458167319768512,44.53218878874307,93,94,34,221
2024-07-19,24.01166905008012,62.24215676550158,2.8990076965025167,45.41556871673182,74,75,36,185
2024-07-20,25.786768745878454,61.74659410116419,1.233608483150606,44.29996815429165,87,74,34,195
2024-07-21,26.286216882906405,60.173700721396706,2.3504877630262033,44.43016821348739,78,82,23,183
2024-07-22,22.870191669683557,59.83812369435949,1.3222383474557948,45.469481894860685,68,82,39,189
2024-07-23,23.097428336295312,60.30863347121587,2.991139532432591,47.00038381159205,70,76,40,186
2024-07-24,23.40855859209394,58.43637175779591,1.4676874211772515,46.61392543889323,49,69,53,171
2024-07-25,22.838706886380724,59.06894084622736,2.3571763780504784,48.16175733186588,57,66,33,156
2024-07-26,22.987999159813988,56.10797996795115,2.026795554788846,48.71108494466324,46,57,28,131
2024-07-27,23.51086897425294,58.15534809241041,1.0408311611889989,46.19171405280006,54,77,26,157
2024-07-28,19.784230010875792,57.02132937395727,2.07937683425042,49.00067556561682,41,58,35,134
2024-07-29,21.818037541746587,53.03178038526589,2.464199919922437,48.68362220959896,33,52,27,112
2024-07-30,20.970265240733088,54.58709233453738,0.0,49.18748176811581,30,67,46,143
2024-07-31,19.847910213355185,53.86655208701198,1.6637988499242786,50.30951095761366,37,60,64,161
2024-08-01,19.928992677697845,53.83717467192794,1.3992842127500622,50.63772319070222,51,53,42,146
2024-08-02,17.808196846899992,52.844959787786586,0.4686156798207888,48.988811987119504,29,59,36,124
2024-08-03,17.59617984556307,52.800832500987866,1.9086380967054235,49.913659176686416,32,52,48,132
2024-08-04,16.52873543129843,54.10322338837014,2.761949883355658,52.57321169945094,70,59,16,145
2024-08-05,16.98742273731393,53.000500718200385,2.3046589622448828,52.379270514452834,58,69,13,140
2024-08-06,18.248137665536323,52.18658284549244,1.9764399942267146,53.2474283104586,54,57,28,139
2024-08-07,14.943080049457722,51.32786491711223,1.5732524285221667,54.31885928903387,54,63,36,153
2024-08-08,15.532111167367681,50.59258044774593,0.9888743097711294,54.42067072100749,51,62,22,135
2024-08-09,16.109295470580257,49.49201604908566,2.1940250272324926,53.95427907397208,48,46,50,144
2024-08-10,15.614580434268772,50.42367090021455,1.7740280011839118,55.226266365672195,58,46,22,126
2024-08-11,15.36961127700012,49.805274135058575,0.0,54.59567785770982,53,61,14,128
2024-08-12,15.906943647398519,50.65117234750249,2.7028161459671978,55.51042363040538,62,53,31,146
2024-08-13,15.803554238026367,50.40865288134496,3.348337009365064,55.918576026119254,69,48,39,156
2024-08-14,15.877179374310614,49.158667779691946,0.0,56.17963742645785,48,65,35,148
2024-08-15,14.040404967212135,47.94470138516766,0.815167312890659,54.884566621322385,44,52,40,136
2024-08-16,15.474799174733219,50.602719034667814,0.9886584913736733,55.68310251625043,65,56,26,147
2024-08-17,14.581708336884425,50.56682970620846,1.6289268396371224,55.138323191753855,54,68,27,149
2024-08-18,15.975158443433068,48.240298618864905,0.002635691897887815,55.45208792047862,53,67,25,145
2024-08-19,16.038299739891652,50.75565447578011,2.7219334993795044,54.83077664846127,48,54,29,131
2024-08-20,13.857999156310894,50.18294018222401,1.4098939495117637,53.41339640390295,64,50,32,146
2024-08-21,14.276052247709206,52.27226496092923,0.7921917860292739,54.643319575786144,52,60,23,135
2024-08-22,15.213003197330373,52.296292771344284,2.329952560333719,55.39021369336661,26,64,61,151
2024-08-23,15.087878662744494,51.93151916082219,0.6903557218965665,52.8443281384356,62,57,16,135
2024-08-24,17.094096132010144,53.61063337779864,1.1308024762681081,54.88328151428331,42,68,31,141
2024-08-25,16.14441266881411,51.51455781553804,0.9752827919705453,52.229737218536926,30,77,37,144
2024-08-26,18.015033363601297,53.20095543574262,2.0633387850194103,49.90564471401387,49,73,25,147
2024-08-27,17.196618857268057,54.817327623653576,0.0,52.00147768180643,57,72,6,135
2024-08-28,19.699179505918195,68.72624378028205,1.801980151216808,51.42796922077081,56,73,32,161
2024-08-29,19.9369504023156,70.47732811400009,0.1509483595893296,52.17440213663509,57,103,32,192
2024-08-30,21.475831422915533,68.07916227590356,0.0,46.00862917423107,80,103,41,224
2024-08-31,20.072180499482208,69.924834151246,1.4475721032780835,50.91131291914439,68,91,49,208
2024-09-01,22.420020881918436,69.15248274449661,3.0674500955724637,48.61375992313047,86,104,53,243
2024-09-02,21.52229691150375,71.15206814464679,1.005608501531248,47.350245254707986,68,101,55,224
2024-09-03,23.43414573306859,66.28340975028051,0.4510030426026044,46.99670291501935,75,94,60,229
2024-09-04,21.321246881458105,70.21738424278591,0.0,46.96130088100768,69,91,41,201
2024-09-05,23.905518187051264,68.5355882039026,2.0905504714509364,45.64334932559935,101,88,50,239
2024-09-06,23.93452965581252,69.22908243073482,1.696972216067016,46.14574544905987,105,108,51,264
2024-09-07,25.795954277430496,67.28108398757108,0.268908754330175,46.50422581450685,82,99,35,216
2024-09-08,24.8142160858001,67.14823377761584,2.1538172005496543,45.21775377341444,98,88,59,245
2024-09-09,24.561426222859147,66.22079320289278,0.937519186740389,46.74995604361028,80,80,54,214
2024-09-10,26.95423971032266,65.4217170313077,2.624741472260819,43.76108665237166,79,90,54,223
2024-09-11,24.964338880774445,64.72106406663394,1.896995883664137,44.97632086413489,65,63,48,176
2024-09-12,26.195477434294606,65.71165661104156,1.7567891582845112,45.840165740309246,78,89,62,229
2024-09-13,24.870763169222872,66.73275940481976,0.12996109721114557,45.20858185091793,77,85,39,201
2024-09-14,24.3831315578015,64.14927363255222,2.006273847996228,44.98273815464846,83,61,50,194
2024-09-15,24.435024137859198,63.50116000058976,1.0879563689363476,45.45082811311636,69,69,39,177
2024-09-16,25.379006606347538,63.28446816801848,2.9886129911363937,43.28284964794395,67,102,27,196
2024-09-17,22.609221050658924,63.3488402904208,0.48808109887629403,45.727949261897926,66,91,49,206
2024-09-18,21.872813093806837,61.1605371489044,3.0013925928959315,47.497413024361215,69,58,32,159
2024-09-19,23.87369798824918,60.20012897437612,1.3146616697853286,46.749981988645864,69,68,30,167
2024-09-20,24.234201450275084,59.8957021481836,0.8463249779732241,45.911160418950494,54,76,31,161
2024-09-21,22.610694286915546,60.615274483334154,2.353400451879196,45.14020232426335,69,71,35,175
2024-09-22,22.139522312705026,59.116916171829885,0.2685310769159668,46.33366679114504,37,94,41,172
2024-09-23,22.512709622001196,56.91771178331181,1.212985173793969,48.57069943699767,57,71,54,182
2024-09-24,21.895527453086736,58.351094913339765,1.4864178350608253,49.15255461662592,42,61,25,128
2024-09-25,22.42439160574994,55.847158377082586,1.6861498716695693,49.147492665364354,52,58,24,134
2024-09-26,20.304939557355627,57.243558383866336,1.8214116194814727,50.868808303054614,32,72,43,147
2024-09-27,20.300923918156954,56.88727710092864,1.794701614823412,47.47382900788714,47,70,31,148
2024-09-28,20.12432507597231,54.958915145837125,1.4605364393718605,49.81682729666566,28,65,46,139
2024-09-29,20.009510261884483,56.30316715111264,2.128259617511619,49.9755745181491,40,51,31,122
2024-09-30,19.830475609786745,55.81965080922242,2.630856632019296,49.989982136088386,41,57,29,127
2024-10-01,18.05850115797275,53.2686835424551,0.8527319727890375,51.999715665831204,57,67,2,126
2024-10-02,18.482600878379685,53.91153255369046,3.3480794665374978,52.00066248264226,32,57,34,123
2024-10-03,18.626154945315026,54.824463967382975,0.5098518353789443,53.025049693644036,38,67,56,161
2024-10-04,16.556933476854432,51.947162142644366,3.259448319158583,53.06405568977052,20,49,45,114
2024-10-05,18.607705334390282,50.704331326997675,1.3483302369208812,52.74795375580416,48,50,42,140
2024-10-06,17.466156857404762,50.24182366120908,2.732207682388794,53.97317126535349,49,51,34,134
2024-10-07,17.86879996027617,52.207824072040694,1.3787298303348605,53.3885286972638,66,67,13,146
2024-10-08,15.373584923494668,49.55870321507348,3.2345556748097923,53.79950626761861,25,64,54,143
2024-10-09,15.346079709358433,50.37850276551425,0.0,53.47193070379078,36,55,53,144
2024-10-10,16.882157640683978,49.9215237993432,1.2091186109061713,52.500821646824996,44,54,40,138
2024-10-11,17.01761989060637,50.56586687818439,0.6147436096960837,53.694154465414364,47,56,15,118
2024-10-12,15.734234408504488,49.82107858828257,0.1449230875674692,55.04808255031085,69,48,5,122
2024-10-13,15.313367543230637,50.40417958230685,2.6496220760827485,55.70180954633574,56,66,39,161
2024-10-14,14.97842604443668,49.91125424930939,0.7905973103427649,54.73728037896394,49,68,36,153
2024-10-15,13.722198084665061,49.56921839995827,0.9804998571158676,55.99828364979669,42,44,16,102
2024-10-16,13.946640386117771,49.65764748263519,0.0,56.911460745459685,48,63,36,147
2024-10-17,15.08365700146569,49.4730602245062,1.5690043504276037,53.55324120297364,62,62,22,146
2024-10-18,12.721282205689523,50.7174555832089,0.5504189728333303,55.47191150998855,63,63,14,140
2024-10-19,15.952466244962556,51.58803888380249,0.7799613450513908,53.51127936275462,25,61,59,145
2024-10-20,15.878103239357952,51.05122276561289,0.0,53.6620324556949,45,60,30,135
2024-10-21,16.243681190447095,49.5869162838432,2.1586629745392347,53.594220799899546,61,56,26,143
